,bug,dark,dragon,electric,fairy,fight,fire,flying,ghost,grass,ground,ice,normal,poison,psychic,rock,steel,water,classfication,height_m,name,attack,pokedex_number,type1,type2,weight_kg,generation,is_legendary,image
192,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,Clear Wing Pokémon,1.2,Yanma,65,193,bug,flying,38.0,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/193.png
193,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,Water Fish Pokémon,0.4,Wooper,45,194,water,ground,8.5,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/194.png
194,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,Water Fish Pokémon,1.4,Quagsire,85,195,water,ground,75.0,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/195.png
195,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,Sun Pokémon,0.9,Espeon,65,196,psychic,psychic,26.5,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/196.png
196,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,Moonlight Pokémon,1.0,Umbreon,65,197,dark,dark,27.0,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/197.png
197,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,Darkness Pokémon,0.5,Murkrow,85,198,dark,flying,2.1,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/198.png
198,2.0,2.0,1.0,2.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,Royal Pokémon,2.0,Slowking,75,199,water,psychic,79.5,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/199.png
199,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,Screech Pokémon,0.7,Misdreavus,60,200,ghost,ghost,1.0,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/200.png
200,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,Symbol Pokémon,0.5,Unown,72,201,psychic,psychic,5.0,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/201.png
201,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,Patient Pokémon,1.3,Wobbuffet,33,202,psychic,psychic,28.5,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/202.png
202,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,Long Neck Pokémon,1.5,Girafarig,80,203,normal,psychic,41.5,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/203.png
203,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,Bagworm Pokémon,0.6,Pineco,65,204,bug,bug,7.2,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/204.png
204,0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,Bagworm Pokémon,1.2,Forretress,90,205,bug,steel,125.8,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/205.png
205,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Land Snake Pokémon,1.5,Dunsparce,70,206,normal,normal,14.0,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/206.png
206,0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.5,1.0,1.0,1.0,2.0,Flyscorpion Pokémon,1.1,Gligar,75,207,ground,flying,64.8,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/207.png
207,0.5,1.0,0.5,0.0,0.5,2.0,2.0,0.5,1.0,1.0,2.0,1.0,0.5,0.0,0.5,0.25,0.5,2.0,Iron Snake Pokémon,9.2,Steelix,125,208,steel,ground,400.0,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/208.png
208,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,Fairy Pokémon,0.6,Snubbull,80,209,fairy,fairy,7.8,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/209.png
209,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,Fairy Pokémon,1.4,Granbull,120,210,fairy,fairy,48.7,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/210.png
210,0.5,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5,Balloon Pokémon,0.5,Qwilfish,95,211,water,poison,3.9,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/211.png
211,0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,Pincer Pokémon,1.8,Scizor,150,212,bug,steel,118.0,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/212.png
212,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,Mold Pokémon,0.6,Shuckle,10,213,bug,rock,20.5,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/213.png
213,0.5,0.5,1.0,1.0,2.0,0.5,2.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,Singlehorn Pokémon,1.5,Heracross,185,214,bug,fighting,54.0,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/214.png
214,2.0,0.5,1.0,1.0,2.0,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,2.0,2.0,1.0,Sharp Claw Pokémon,0.9,Sneasel,95,215,dark,ice,28.0,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/215.png
215,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Little Bear Pokémon,0.6,Teddiursa,80,216,normal,normal,8.8,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/216.png
216,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Hibernator Pokémon,1.8,Ursaring,130,217,normal,normal,125.8,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/217.png
217,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,Lava Pokémon,0.7,Slugma,40,218,fire,fire,35.0,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/218.png
218,0.5,1.0,1.0,1.0,0.5,2.0,0.25,0.5,1.0,1.0,4.0,0.5,0.5,0.5,1.0,2.0,1.0,4.0,Lava Pokémon,0.8,Magcargo,50,219,fire,rock,55.0,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/219.png
219,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,Pig Pokémon,0.4,Swinub,50,220,ice,ground,6.5,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/220.png
220,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,Swine Pokémon,1.1,Piloswine,100,221,ice,ground,55.8,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/221.png
221,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,Coral Pokémon,0.6,Corsola,55,222,water,rock,5.0,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/222.png
222,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,Jet Pokémon,0.6,Remoraid,65,223,water,water,12.0,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/223.png
223,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,Jet Pokémon,0.9,Octillery,105,224,water,water,28.5,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/224.png
224,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,Delivery Pokémon,0.9,Delibird,55,225,ice,flying,16.0,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/225.png
225,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,Kite Pokémon,2.1,Mantine,40,226,water,flying,220.0,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/226.png
226,0.25,1.0,0.5,2.0,0.5,1.0,2.0,0.5,1.0,0.25,0.0,1.0,0.5,0.0,0.5,1.0,0.5,1.0,Armor Bird Pokémon,1.7,Skarmory,80,227,steel,flying,50.5,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/227.png
227,1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.0,2.0,0.5,2.0,Dark Pokémon,0.6,Houndour,60,228,dark,fire,10.8,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/228.png
228,1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.0,2.0,0.5,2.0,Dark Pokémon,1.4,Houndoom,90,229,dark,fire,35.0,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/229.png
229,1.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,Dragon Pokémon,1.8,Kingdra,95,230,water,dragon,152.0,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/230.png
230,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,Long Nose Pokémon,0.5,Phanpy,60,231,ground,ground,33.5,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/231.png
231,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,Armor Pokémon,1.1,Donphan,120,232,ground,ground,120.0,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/232.png
232,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Virtual Pokémon,0.6,Porygon2,80,233,normal,normal,32.5,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/233.png
233,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Big Horn Pokémon,1.4,Stantler,95,234,normal,normal,71.2,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/234.png
234,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Painter Pokémon,1.2,Smeargle,20,235,normal,normal,58.0,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/235.png
235,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,Scuffle Pokémon,0.7,Tyrogue,35,236,fighting,fighting,21.0,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/236.png
236,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,Handstand Pokémon,1.4,Hitmontop,95,237,fighting,fighting,48.0,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/237.png
237,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,1.0,Kiss Pokémon,0.4,Smoochum,30,238,ice,psychic,6.0,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/238.png
238,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,Electric Pokémon,0.6,Elekid,63,239,electric,electric,23.5,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/239.png
239,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,Live Coal Pokémon,0.7,Magby,75,240,fire,fire,21.4,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/240.png
240,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Milk Cow Pokémon,1.2,Miltank,80,241,normal,normal,75.5,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/241.png
241,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Happiness Pokémon,1.5,Blissey,10,242,normal,normal,46.8,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/242.png
242,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,Thunder Pokémon,1.9,Raikou,85,243,electric,electric,178.0,2,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/243.png
243,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,Volcano Pokémon,2.1,Entei,115,244,fire,fire,198.0,2,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/244.png
244,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,Aurora Pokémon,2.0,Suicune,75,245,water,water,187.0,2,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/245.png
245,1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,Rock Skin Pokémon,0.6,Larvitar,64,246,rock,ground,72.0,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/246.png
246,1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,Hard Shell Pokémon,1.2,Pupitar,84,247,rock,ground,152.0,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/247.png
247,2.0,0.5,1.0,1.0,2.0,4.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,0.5,0.0,1.0,2.0,2.0,Armor Pokémon,2.0,Tyranitar,164,248,rock,dark,202.0,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/248.png
248,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,Diving Pokémon,5.2,Lugia,90,249,psychic,flying,216.0,2,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/249.png
249,0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,Rainbow Pokémon,3.8,Ho-Oh,130,250,fire,flying,199.0,2,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/250.png
250,4.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,0.5,Time Travel Pokémon,0.6,Celebi,100,251,psychic,grass,5.0,2,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/251.png
251,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,Wood Gecko Pokémon,0.5,Treecko,45,252,grass,grass,5.0,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/252.png
252,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,Wood Gecko Pokémon,0.9,Grovyle,65,253,grass,grass,21.6,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/253.png
253,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,Forest Pokémon,1.7,Sceptile,110,254,grass,grass,52.2,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/254.png
254,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,Chick Pokémon,0.4,Torchic,60,255,fire,fire,2.5,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/255.png
255,0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,Young Fowl Pokémon,0.9,Combusken,85,256,fire,fighting,19.5,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/256.png
256,0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,Blaze Pokémon,1.9,Blaziken,160,257,fire,fighting,52.0,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/257.png
257,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,Mud Fish Pokémon,0.4,Mudkip,70,258,water,water,7.6,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/258.png
258,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,Mud Fish Pokémon,0.7,Marshtomp,85,259,water,ground,28.0,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/259.png
259,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,Mud Fish Pokémon,1.5,Swampert,150,260,water,ground,81.9,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/260.png
260,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,Bite Pokémon,0.5,Poochyena,55,261,dark,dark,13.6,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/261.png
261,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,Bite Pokémon,1.0,Mightyena,90,262,dark,dark,37.0,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/262.png
262,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Tiny Racoon Pokémon,0.4,Zigzagoon,30,263,normal,normal,17.5,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/263.png
263,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Rush Pokémon,0.5,Linoone,70,264,normal,normal,32.5,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/264.png
264,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,Worm Pokémon,0.3,Wurmple,45,265,bug,bug,3.6,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/265.png
265,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,Cocoon Pokémon,0.6,Silcoon,35,266,bug,bug,10.0,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/266.png
266,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,Butterfly Pokémon,1.0,Beautifly,70,267,bug,flying,28.4,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/267.png
267,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,Cocoon Pokémon,0.7,Cascoon,35,268,bug,bug,11.5,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/268.png
268,0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,Poison Moth Pokémon,1.2,Dustox,50,269,bug,poison,31.6,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/269.png
269,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25,Water Weed Pokémon,0.5,Lotad,30,270,water,grass,2.6,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/270.png
270,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25,Jolly Pokémon,1.2,Lombre,50,271,water,grass,32.5,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/271.png
271,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25,Carefree Pokémon,1.5,Ludicolo,70,272,water,grass,55.0,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/272.png
272,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,Acorn Pokémon,0.5,Seedot,40,273,grass,grass,4.0,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/273.png
273,4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5,Wily Pokémon,1.0,Nuzleaf,70,274,grass,dark,28.0,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/274.png
274,4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5,Wickid Pokémon,1.3,Shiftry,100,275,grass,dark,59.6,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/275.png
275,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,TinySwallow Pokémon,0.3,Taillow,55,276,normal,flying,2.3,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/276.png
276,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,Swallow Pokémon,0.7,Swellow,85,277,normal,flying,19.8,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/277.png
277,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,Seagull Pokémon,0.6,Wingull,30,278,water,flying,9.5,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/278.png
278,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,Water Bird Pokémon,1.2,Pelipper,50,279,water,flying,28.0,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/279.png
279,1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,Feeling Pokémon,0.4,Ralts,25,280,psychic,fairy,6.6,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/280.png
280,1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,Emotion Pokémon,0.8,Kirlia,35,281,psychic,fairy,20.2,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/281.png
281,1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,Embrace Pokémon,1.6,Gardevoir,85,282,psychic,fairy,48.4,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/282.png
282,1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5,Pond Skater Pokémon,0.5,Surskit,30,283,bug,water,1.7,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/283.png
283,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,Eyeball Pokémon,0.8,Masquerain,60,284,bug,flying,3.6,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/284.png
284,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,Mushroom Pokémon,0.4,Shroomish,40,285,grass,grass,4.5,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/285.png
285,1.0,0.5,1.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,0.5,2.0,1.0,2.0,2.0,0.5,1.0,0.5,Mushroom Pokémon,1.2,Breloom,130,286,grass,fighting,39.2,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/286.png
286,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Slacker Pokémon,0.8,Slakoth,60,287,normal,normal,24.0,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/287.png
287,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Wild Monkey Pokémon,1.4,Vigoroth,80,288,normal,normal,46.5,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/288.png
